"year","emissions","municipality","surface","compactness","demand","gas_consume","electricity_consume","diesel_consume","eco_consume","co2","energy"
"2004","31.1","Barcelona ","334","2.86","105.79","110.53","9.8","0","150.68","D","D"
"1974","64.12","Cabrera de Mar","69.34","1.19","199.46","250.38","3.09","0","303.98","F","F"
"2005","70.39","SANTA MARGARIDA I ELS MONJOS","127.64","0.96","186.51","275.87","2.64","0","333.44","F","G"
"1998","46.53","Olesa de Montserrat","108.58","1.84","144.14","182.51","0","0","220.35","E","E"
"1971","38.75","VILADECAVALLS","196","2.28","136.39","22.51","0","0","183.83","E","E"
"1997","72.84","Terrasa","143.04","1.41","194.85","283.82","3.98","0","345.53","E","E"
"1961","37.77","Barcelona ","122","1.89","128.22","36.17","0","0","178.98","E","E"
"1960","64.79","Barcelona ","65.6","0.66","191.92","254.13","2.28","0","306.86","F","F"
"2006","49.02","Castellar del Vallès","175","1.47","162.13","191.84","0.59","0","232.3","E","E"
"1971","44.07","CASTELLAR DEL VALLÈS","82.3","1.06","170.19","161.6","0","0","212.06","E","E"
"1900","23.37","Badalona","161","2.51","85.46","72.87","15.14","0","116.29","D","D"
"2001","40.9","Gavá","134.4","2.3","144.15","103.6","44.7","0","210.63","E","E"
"1984","77.79","OLESA DE MONTSERRAT","155.52","0.85","193.64","302.06","5.06","0","369.33","G","G"
"1970","76.03","Cerdanyola del Valles","110","0.75","282.22","292.97","6.64","0","361.61","G","G"
"1968","36.3","SANT QUINTI DE MEDIONA","156","1.94","131.53","108.46","27.09","0","182","E","E"
"2004","54","LLIÇA D' AMUNT","135","1.28","154.57","0","2.18","171.31","206.23","E","E"
"1941","64.39","SANT FOST DE CAMPSENTELLES","128","1.14","173.7","0","0","0","306.64","F","F"
"2011","36.02","Sant Celoni","68.95","1.65","95.02","142.13","0.61","0","170.32","E","E"
"1976","57.59","Rubí","121","1.53","178.91","225.23","2.51","0","272.94","E","F"
"1999","25.69","Argentona","132","1.03","102.4","95.74","2.05","0","121.77","D","D"
"1986","72.73","SANTA PERPETUA DE MOGODA","133.1","0.82","213.06","269.46","0","0","335.43","F","G"
"1982","102.2","CASTELLBISBAL","150.83","1.05","210.58","0","5.58","322.68","391.35","G","G"
"1900","78.84","Sabadell","169.6","1.04","253.18","300.83","5.34","0","375.89","G","G"
"1995","72.21","Montcada i Reixac","121.49","1.26","191.53","283.74","2.15","0","341.85","F","G"
"1984","25.44","Sant Quirze del Valles","418","2.4","78.63","100.93","0","0","120.11","D","D"
"1955","39.7","Santa Coloma de Gramanet","57.14","0.96","138.98","117.66","30.37","0","199.35","E","E"
"1969","100.37","Cervelló","90.05","0.79","264.56","0","4.2","286.07","392.84","G","G"
"1988","54.83","Sant Feliú de Llobregat","133","1.82","170.83","213.8","2.89","0","260.06","E","E"
"1969","28.06","Vilanova del Camí","238","1.8","102.29","0","6.14","0","135.45","D","D"
"2002","34.74","Santa Perpètua de la Mogoda","150","1.92","107.97","135.81","0","0","164.67","D","E"
"2004","83.23","Ametlla del Vallès","160","0.79","209.94","0","2.83","264.61","317.5","G","F"
"2000","43.45","Sant Celoni","107.43","1.14","164.11","169.66","2.11","0","206.01","E","E"
"1900","88.45","Terrasa","110","1.54","276.8","0","231.69","0","509.32","F","G"
"2005","33.82","SANT QUIRZE DEL VALLES","341.15","1.59","137.99","18.07","88.43","0","194.29","D","E"
"1988","39.77","CASTELLBISBAL","160","1.62","144.67","138.92","14.4","0","193.45","E","E"
"2006","19.06","Vilanova del Valles","200.12","1.73","58.97","74.86","0.59","0","90.24","C","C"
"1972","80.18","ST. PERE DE RIBES","122","1.1","216.84","97.69","15.97","148.44","341.91","G","G"
"1994","57.44","Sabadell","104.78","1.5","189.62","223.8","3.14","0","272.45","E","E"
"2001","46.25","PREMIÀ DE DALT","241.84","1.64","145.46","181.33","1.67","0","219.04","E","E"
"   2005 ","83.57","EL BRUC","149.28","1.16","180.99","0","2.81","265.71","318.76","G","F"
"1930","39.73","Barcelona ","81","2.15","123.36","151.83","4.43","0","189.34","E","E"
"2008","16.68","Sant Cugat del Vallés","336.06","1.42","57.48","58.88","0","0","80.91","C","C"
"1926","40.53","OLESA DE MONTSERRAT","72.32","1.55","147.82","118.6","2.52","0","192.43","E","E"
"2009","30.78","Sant Cugat del Vallés","160","0.96","100.76","118.61","2.68","0","146.38","D","D"
"1989","94.02","PALAU-SOLITA I PLEGAMANS","132.75","1.32","185.81","0","1.04","301.22","357.16","G","G"
"1996","49.17","Bigues i Riells","302.59","1.1","132.68","190.6","0","0","233.54","E","E"
"1991","30.12","Montornès del Vallès","113.24","1.62","103.97","117.41","1.6","0","142.85","D","D"
"1999","48.54","PIERA","72","1.35","172.69","0","30.11","0","241.87","E","E"
"2011","40.22","Santa Eugenia de Berga","99.53","1.15","107.9","156.63","2.26","0","190.81","E","E"
"1977","89.81","Vallirana","131.42","1.15","203.7","0","37.28","247.46","367.63","G","G"
"2001","47.75","PREMIA DE DALT","117.65","1.59","137.25","186.86","0","0","226.29","E","E"
"1972","51.11","Vallirana","86.75","0.86","171.32","0","0.66","0","242.03","E","E"
"1930","66.37","Vilassar de Mar","142.88","1.1","190.52","259.02","0","0","314.7","F","F"
"2007","37.49","Arenys de Mar","97.5","1.07","137.86","0","113.27","0","221.34","E","E"
"1950","59.89","Barcelona ","140","0.92","187.69","232.07","0","0","284.5","E","F"
"1999","35.8","TARADELL","120.27","1.28","117.64","142.08","0","0","169.08","D","D"
"2009","35.8","Arenys de Mar","97.5","1.09","130.67","0","108.16","0","211.35","E","E"
"1985","69.45","Sant Quirze del Vallès","107.4","1.12","185.32","268.04","5.75","0","330.2","F","G"
"2009","34.97","Arenys de Mar","97.5","1.33","123.11","0","105.65","0","206.44","E","E"
"2009","34.93","Arenys de Mar","95.7","1.32","122.67","0","105.54","0","206.23","E","E"
"1962","59.22","PREMIÀ DE DALT","222.26","1.07","235","235","0","0","279.65","E","F"
"2009","37.85","Arenys de Mar","95.7","1.08","137.26","0","114.35","0","223.44","E","E"
"1970","25.52","Barcelona ","75","5.57","79.24","97.16","3.13","0","121.75","D","D"
"1988","71.13","TEIÀ","146.8","1.23","175.54","0","2.08","0","337.12","F","G"
"2009","40.49","Arenys de Mar","95.7","1.08","144.51","0","122.34","0","239.05","E","E"
"1960","100.47"," SANT VICENÇ DE CASTELLET","142.8","0.85","251.79","392.7","4.55","0","476.2","G","G"
"1988","47.5","Palafolls","106.95","1.08","180.96","125.1","18.63","0","231.67","E","E"
"1973","33.66","PALLEJA","96.7","1","130.29","81.55","23.78","0","169.13","D","E"
"1964","42.92","Santa Susanna","150.05","1.43","132.1","169.48","0.63","0","202.92","E","E"
"2005","35.91","Barcelona ","170","1.06","119.33","139.4","2.37","0","170.52","E","E"
"2003","52.86","Bigues i Riells","304","1.78","133.67","0","0","167.76","201.85","E","E"
"2007","69.05","BEGUES","114.75","0.53","176.78","265.77","6.27","0","328.51","F","G"
"1978","96.57","Alella","350","0.67","305.89","372.82","7.92","0","459.12","G","G"
"1985","94.28","Piera","24.3","0.63","325.41","227.45","111.67","0","488.87","G","G"
"2009","41.19","Arenys de Mar","95.7","1.08","147.32","0","124.44","0","243.16","E","E"
"1922","92.31","Terrasa","109.37","1.54","234.89","356.91","0","0","438.71","F","F"
"1977","47.53","Abrera","96","0.71","234.33","0","143.61","0","280.61","E","F"
"1980","38.72","Cerdanyola del Valles","329","0.91","127.75","149.15","3.43","0","184.19","E","E"
"1969","44.46","ESPARRAGUERA","126.29","1.08","159.64","148.46","7.29","14.91","208.5","E","E"
"1997","81.27","Sant Vicenç de Montalt","195.65","0.92","204.84","314.73","5.91","0","386.07","G","G"
"1978","22.39","CALDERS","200","2.25","57.17","86.35","0","0","106.48","C","D"
"1910","43.68","Capellades","104.46","1.93","152.7","126.41","35.71","0","220.2","E","E"
"1999","23.84","Sabadell","270","2.71","83.08","94.43","0.12","0","112.62","D","D"
"1957","43.88","Sabadell","76.68","1.06","156.45","17.26","0","0","207.95","E","E"
"1988","42.83","Castellar del Vallès","96.9","0.85","237.99","59.43","84.15","0","235.15","E","E"
"2001","61.14","Lliçà d'Amunt","107.04","1.06","193.75","0","1.94","194.53","233.15","E","E"
"1940","94.58","Castelldefels","88.7","0.52","329.41","363.86","8.72","0","450.03","G","G"
"1972","69.65","Sant Antoni de Vilamajor","153.2","0.9","218.55","269.45","5.27","0","330.94","F","G"
"1960","72.57","Sabadell","83.95","0.84","180.95","0","2.36","0","345.14","F","G"
"2004","58.69","TONA","126.5","1.68","143.96","232.86","0","0","277.15","E","E"
"1994","43.33","Sant Antoni de Vilamajor","321.5","1.52","133.8","170.39","1.19","0","205.08","E","E"
"1914","49.95","Barcelona ","32.48","1.03","175.81","27.39","0","0","236.79","E","E"
"2002","53.91","El Bruc","140","1.53","168.39","209.62","0","0","255.85","E","E"
"1989","25.2","Cabrils","204.75","1.61","79.18","96.3","2.81","0","120.08","D","D"
"1998","32.9","Sant Iscle de Vallalta","101","0.77","152.75","15.51","70.08","0","182.8","D","E"
"1933","37.14","Granollers","427","1.65","95.54","0","1.53","117.8","141.88","E","D"
"1972","80.7","Cornellá de Llobregat","127","0.99","284.27","315.41","3.67","0","382.51","G","G"
"1987","98.85","Barberá del Vallés","104.14","0.79","307.64","385.88","4.87","0","468.71","G","G"
"1972","43.33","Badalona","56.68","3.85","145.99","0","69.08","0","232.7","E","E"
"1996","79.04","Cerdanyola del Valles","162.28","1.29","209.62","310.64","2.3","0","374.15","G","G"
"2006","54","PIERA","78","0.98","167.41","211.67","0","0","255.8","E","E"
"2001","28.82","SANT LLORENS D´HORTONS","194","2.31","92.07","109.61","0","0","137.5","D","D"
"1961","47.9","Barcelona ","306","2.4","173.75","167.45","17.23","0","232.94","E","E"
"2007","40.95","Torelló","106.09","2.2","134.56","162.51","0","0","193.38","D","E"
"1999","48.54","PIERA","72","1.35","172.69","0","30.11","0","241.87","E","E"
"1990","73.53","Llinars del Vallès","126.5","0.97","211.47","0","4.09","232.07","281.6","F","F"
"1999","48.29","Cabrils","254","1.13","154.11","185.11","0","0","229.96","E","E"
"1979","57.92","Esparreguera","82.9","0.87","208.3","189.89","3.64","0","275","E","F"
"1900","25.66","Barcelona ","225","3.39","85.62","33.32","52.15","0","141.56","D","D"
"2009","34.93","Arenys de Mar","95.7","1.32","122.67","0","105.54","0","206.23","E","E"
"1986","33.35","Barcelona ","132","1.03","106.12","128.48","2.95","0","158.66","D","E"
"2005","75.08","Sant Cugat de  Sesgarrigues","126.56","0.76","248.89","294.51","2.61","0","355.56","F","G"
"1900","36.44","Vilanova i la Geltrú","434.5","6.01","101.51","0","50.76","0","192.03","E","E"
"2009","34.93","Arenys de Mar","95.7","1.32","122.67","0","105.54","0","206.23","E","E"
"1979","55.91","Castelldefels","114.17","0.83","205.69","218.55","0","0","265.02","E","E"
"2009","34.93","Arenys de Mar","95.7","1.32","122.67","0","105.54","0","206.23","E","E"
"2009","34.93","Arenys de Mar","95.7","1.32","122.67","0","105.54","0","206.23","E","E"
"1923","26.01","Barcelona ","32","5.59","90.69","19.7","0","0","123.67","D","D"
"2002","53.76","Sant Cebrià de Vallalta","84.63","0.74","238.56","137.83","0.36","0","246.13","E","E"
"2010","25.93","Begues","218.81","1.04","130.23","0","3.69","79.46","100.9","D","D"
"1926","24.9","Sant Adriá de Besós","120","1.83","91.74","4.4","0","0","118.41","D","D"
"1971","88.76","TARADELL","165.69","1.23","220.59","0","0.21","285.19","336.65","F","E"
"2000","31.81","Sant Vicenç dels Horts","175","1.12","82.68","0","2.05","100.1","122.03","D","D"
"1900","52.76","Barcelona ","103.33","1.21","160.46","0","2.49","167.01","201.77","E","E"
"1890","70.73","TORRELLES DE FOIX","116.92","0.8","259.26","244.37","27.63","0","344.79","F","G"
"1930","55.61","Sant Quintí de Mediona","91.5","1.59","114.59","0","16.84","160.89","222.6","E","E"
"1990","38.25","Gavá","155.01","2.58","95.16","150.32","0","0","181.09","E","E"
"1986","118.56","Abrera","79.45","0.92","257.66","0","4.09","376.87","452.31","G","G"
"1900","40.83","Vilassar de Dalt","86.8","1.8","126.24","160.49","0","0","193.27","E","E"
"1900","40.17","Copons","139.11","1.91","147.44","146.52","9.81","0","193.52","E","E"
"2003","50.58","Barcelona ","262","1.1","160.23","197.07","2.77","0","239.92","E","E"
"1935","33.84","Barcelona ","130","2.5","106.93","130.67","2.76","0","160.9","D","E"
"1954","40.94","Barcelona ","315","2.43","129.89","159.25","2.44","0","194.27","E","E"
"2002","74.64","La Llacuna","169.38","1.14","188.16","0","0","240.01","282.97","E","E"
"1979","89.5","Terrasa","86.64","0.79","278.81","330.34","13.98","0","430","F","F"
"1999","51.18","Sant Cugat del Vallés","191.06","1.17","135.31","199.86","2.47","0","242.66","E","E"
"1978","61.63","Sant feliu de Codines","90","0.78","191.88","238","2.96","0","292.97","E","F"
"1936","58.13","Premia de Mar","100.37","1.66","181.95","225.49","3.93","0","276.03","E","F"
"2006","11.51","Sant Julià de Vilatorta","150.1","2.82","40.17","44.45","0.93","0","54.7","A","B"
"1930","42.81","Barcelona ","45.26","6.18","108.2","166.35","0","0","203.23","E","E"
"1978","69.53","CERVELLO","136.24","0.76","181.77","14.32","6.25","205.31","271.32","F","E"
"1967","58.09","Molins de Rei","69.87","0.78","214.04","213.33","13.07","0","279.41","E","F"
"2010","22.19","Vilassar de Mar","110","2.77","78.44","0","67.05","0","131.01","C","D"
"1919","51.38","CASTELLET i LA GORNAL","129.44","1.34","191.72","0","6.77","0","248.03","E","E"
"2003","48.95","Cubelles","149.12","1.25","153.63","189.38","3.71","0","232.62","E","E"
"1943","50.3","Sant Cugat del Vallés","91.05","0.69","276.84","189.91","7.38","0","240.42","E","E"
"2005","61.77","Canet de Mar","135.76","1.12","230.23","240.43","3.56","0","293.06","E","F"
"1978","65.72","LLIÇÀ D' AMUNT","64.76","0.71","228.75","0","58.88","0","333.89","F","G"
"1970","47.03","Cubelles","64.9","1.54","160.96","130.52","3.63","0","223.59","E","E"
"1991","93.57","Sant Andreu de la Barca","167.59","0.64","293.46","362.21","0","0","444.55","G","G"
"1979","80.19","Sant Salvador de Guardiola","136","0.92","179","0","0","255.03","305.88","G","F"
"1974","71.24","Sant Pere de Vilamajor","130.07","1.11","220.7","0","215.22","0","420.54","E","F"
"1998","55.91","Sant Pol de Mar","121.63","1.26","147.91","219.87","1.51","0","264.59","E","E"
"1923","49.59","Barcelona ","64.12","1.21","202.98","154.05","32.52","0","246.87","E","E"
"1950","40.84","Mataró","143.72","1.44","127.58","156.87","3.95","0","194.4","E","E"
"1947","56.88","Terrasa","132","1.88","145.22","11.89","162.8","0","332.26","E","E"
"1900","26.45","Esparreguera","249.74","1.84","92.75","76.11","21.96","0","133.49","D","D"
"1900","26.83","Esparreguera","139.03","2.06","93.02","70.98","27.01","0","137.25","D","D"
"1959","52.76","Sabadell","101.77","1.57","139.9","206.97","1.81","0","249.84","E","E"
"1900","34.11","Vilanova i la Geltrú","151.5","2.28","118.46","23.3","0","0","161.56","D","E"
"2005","38.89","Cervelló","143.63","1.21","129.89","135.25","14.51","0","189.3","E","E"
"1979","48.04","Vilanova del Vallès","192","1.17","174.61","163.59","20.58","0","234.88","E","E"
"1953","50.28","Sabadell","58.58","1.24","164.58","194.95","3.5","0","238.82","E","E"
"2005","42.68","Sant Boi de Llobregat","59.72","0.88","132.49","167.01","1.78","0","202.22","E","E"
"1950","35.4","Palafolls","156.91","2.25","111.06","136.97","2.66","0","168.2","E","E"
"1950","72.29","Sabadell","132.11","1.06","179.16","284.43","0.49","0","342.07","F","G"
"1966","38.67","Calella","67.84","3.54","126.68","98.37","2.01","0","183.48","E","E"
"2008","11.78","TARADELL","138.5","1.03","88.8","40.91","3.07","0","55.54","B","B"
"2008","52.33","Bigues i Riells","285.4","1.74","117.79","0","3.05","164.2","200.04","E","E"
"2006","29.42","Corbera del Llobregat","125.8","1.68","105.49","91.1","19.51","0","146.53","D","D"
"2005","45.69","Cervello","150","1.03","179.35","73.55","82.03","0","247.81","E","E"
"1973","75.05","SANTA COLOMA DE CERVELLO","91.87","1.19","161.11","0","4.55","0","356.62","F","G"
"1986","79.21","SANT POL DE MAR","94.6","1.14","242.72","0","239.32","0","467.62","G","G"
"1988","72.35","VILASSAR DE DALT","197","0.74","180.89","283.3","0","0","342.81","F","G"
"1948","67.5","Terrasa","71","0.85","210.98","261.89","0","0","320.51","E","E"
"2004","34.09","Arenys de Munt","251","3.05","86.73","131.82","0","0","162.01","D","E"
"1925","29.85","Sant Andreu de Llavaneres","272","2.09","109.34","116.11","1.79","0","141.67","D","D"
"1998","48.51","Sant Quirze del Vallès","138.92","2","160.39","186.49","4.58","0","230.86","E","E"
"2007","33.4","SANT ANDREU DE LLAVANERES","147","2.18","111.36","130.25","0","0","158.43","D","E"
"2006","28.98","Barcelona ","232.3","0.97","100.14","108.98","4.57","0","138.62","D","D"
"1923","105.38","Abrera","51.1","0.82","376.92","356.98","46.6","0","515.87","G","G"
"1992","57.14","Lliçà d'Amunt","130.2","1.99","140.72","226.12","0.49","0","270.04","E","E"
"1989","69.92","Castelldefels","100","1.49","176.83","271.52","0","0","331.93","F","G"
"1974","63.1","Mediona","101","0.96","230.88","213.82","27.86","0","308.89","F","F"
"1970","101.5","Sabadell","98.89","1.32","205.56","0","2.89","323.28","386.79","G","G"
"1952","72.86","Terrasa","88.5","1.06","260.84","233.53","42.31","0","360.59","E","F"
"1972","74.68","OLIVELLA","46.67","0.73","271.97","0","25.04","0","364.7","F","G"
"1972","151.75","Vic","83","0.78","304.21","0","1.98","485.85","576.68","G","G"
"1990","46.72","LA PALMA DE CERVELLO","127.57","1.64","190.06","0","141.15","0","275.81","E","F"
"2003","42.38","Sant Pere de Ribes","67","1.12","131.8","164.52","2.78","0","201.21","E","E"
"2011","39.06","Barcelona ","217.4","5.4","119.17","0","117.99","0","230.56","E","E"
"2017","35.27","Sant Iscle de Vallalta","159","1.16","150.26","0","106.57","0","208.24","E","E"
"2001","24.9","Sant Pere de Ribes","201","1.36","77.42","97.29","1.16","0","118.03","D","D"
"1995","40.16","Badalona","114.69","1.24","138.74","153.19","4.71","0","191.5","E","E"
"1920","70.42","Barcelona ","53.8","1.85","206.93","52.35","172.91","0","400.15","F","G"
"1999","19.47","Premia de Mar","220","1.47","61.05","72.24","3.84","0","93.46","C","C"
"1981","52.68","Cerdanyola del Valles","104.47","1.69","163.42","205.51","2.71","0","249.84","E","E"
"1900","41.09","Barcelona ","38.84","1.89","149.19","0","124.13","0","242.55","E","E"
"1958","75.4","Barcelona ","104.59","0.9","206.13","289.21","7.63","0","359.06","G","G"
"1933","74.94","MATADEPERA","100","1.26","233.8","291.73","0","0","355.55","E","E"
"2002","33.91","CALAF","111","5.5","104.97","133.63","0.7","0","160.39","D","E"
"1960","43.47","CALAF","117","5.09","109.17","170.42","1.58","0","205.89","E","E"
"1930","62.37","Terrasa","75","0.99","191.09","247.51","0","0","294.55","F","F"
"1992","42.23","Barcelona ","129.13","1.68","135.58","0","127.59","0","249.31","E","E"
"1989","44.63","Vilassar de Dalt","101.11","1.76","150.54","136.35","31.01","0","222.86","E","E"
